generation,rank_1,rank_2,swapAccepted
9830000,1,4,1
9831000,2,4,1
9832000,1,2,1
9833000,2,3,1
9834000,1,3,1
9835000,1,2,1
9836000,1,4,1
9837000,1,3,1
9838000,1,4,1
9839000,1,3,1
9840000,2,4,1
9841000,2,3,1
9842000,1,2,1
9843000,3,4,1
9844000,1,3,1
9845000,1,2,1
9846000,2,3,1
9847000,1,3,1
9848000,1,4,1
9849000,1,2,1
9850000,1,3,1
9851000,2,3,1
9852000,3,4,1
9853000,2,3,1
9854000,1,4,1
9855000,1,4,1
9856000,2,3,1
9857000,1,3,1
9858000,2,4,1
9859000,2,3,1
9860000,1,2,1
9861000,2,4,1
9862000,1,4,0
9863000,2,3,1
9864000,2,3,1
9865000,1,4,1
9866000,2,4,1
9867000,1,4,1
9868000,1,3,1
9869000,1,2,1
9870000,2,4,1
9871000,2,4,1
9872000,3,4,1
9873000,1,4,1
9874000,2,4,1
9875000,2,3,1
9876000,1,2,1
9877000,1,4,1
9878000,1,3,1
9879000,2,3,1
9880000,2,4,1
9881000,1,2,1
9882000,1,2,1
9883000,1,4,1
9884000,1,4,1
9885000,3,4,1
9886000,1,3,1
9887000,1,4,1
9888000,3,4,1
9889000,1,3,1
9890000,3,4,1
9891000,2,3,1
9892000,2,4,1
9893000,1,4,1
9894000,2,3,1
9895000,3,4,0
9896000,1,4,1
9897000,2,3,1
9898000,1,2,1
9899000,3,4,1
9900000,3,4,1
9901000,3,4,1
9902000,1,2,1
9903000,1,4,0
9904000,2,3,1
9905000,2,3,1
9906000,2,3,1
9907000,1,3,1
9908000,2,4,1
9909000,1,3,1
9910000,1,4,1
9911000,1,2,1
9912000,2,3,1
9913000,1,4,1
9914000,1,4,1
9915000,3,4,1
9916000,1,2,1
9917000,2,4,1
9918000,2,4,1
9919000,1,4,1
9920000,1,3,1
9921000,1,2,1
9922000,1,2,1
9923000,1,2,1
9924000,2,4,1
9925000,1,2,1
9926000,1,4,1
9927000,2,4,1
9928000,3,4,1
9929000,1,3,1
9930000,1,3,1
9931000,1,3,1
9932000,2,3,1
9933000,2,4,1
9934000,3,4,1
9935000,1,2,1
9936000,1,2,1
9937000,1,3,1
9938000,1,2,1
9939000,2,4,1
9940000,1,2,1
9941000,2,4,1
9942000,1,2,1
9943000,3,4,1
9944000,3,4,1
9945000,2,3,1
9946000,1,4,1
9947000,2,3,1
9948000,2,4,1
9949000,1,2,1
9950000,2,3,1
9951000,1,4,1
9952000,2,3,1
9953000,2,4,1
9954000,1,2,1
9955000,1,3,1
9956000,1,2,1
9957000,2,4,1
9958000,1,4,0
9959000,1,2,1
9960000,1,2,1
9961000,2,4,1
9962000,2,4,1
9963000,1,2,1
9964000,3,4,1
9965000,2,4,1
9966000,2,3,1
9967000,3,4,1
9968000,3,4,1
9969000,2,4,1
9970000,1,4,1
9971000,2,3,1
9972000,2,3,1
9973000,2,3,1
9974000,2,4,1
9975000,1,3,1
9976000,1,2,1
9977000,3,4,1
9978000,1,4,1
9979000,1,2,1
9980000,2,4,0
9981000,2,3,1
9982000,3,4,1
9983000,1,2,1
9984000,3,4,1
9985000,2,3,0
9986000,1,3,1
9987000,1,3,1
9988000,1,3,1
9989000,2,3,1
9990000,2,4,1
9991000,1,4,1
9992000,1,3,1
9993000,1,4,1
9994000,2,3,1
9995000,2,3,1
9996000,2,4,1
9997000,3,4,1
9998000,1,2,1
9999000,2,3,1
10000000,1,4,1
10001000,1,2,1
10002000,1,2,1
10003000,1,2,1
10004000,1,2,1
10005000,1,3,1
10006000,1,4,1
10007000,1,2,0
10008000,1,4,1
10009000,1,4,1
10010000,3,4,1
10011000,3,4,1
10012000,1,2,1
10013000,1,2,1
10014000,1,3,1
10015000,2,3,1
10016000,3,4,1
10017000,1,2,1
10018000,2,3,1
10019000,1,3,1
10020000,2,3,1
10021000,1,2,1
10022000,2,4,1
10023000,2,3,1
10024000,2,3,1
10025000,1,3,1
10026000,2,4,0
10027000,1,3,1
10028000,2,3,1
10029000,1,4,1
10030000,1,2,1
10031000,2,3,1
10032000,2,4,1
10033000,1,2,1
10034000,2,3,1
10035000,2,3,1
10036000,1,2,1
10037000,1,2,1
10038000,1,3,1
10039000,1,2,1
10040000,1,2,1
10041000,3,4,1
10042000,1,3,1
10043000,3,4,1
10044000,1,2,1
10045000,1,4,1
10046000,1,4,1
10047000,3,4,1
10048000,1,3,1
10049000,1,3,1
10050000,3,4,1
10051000,1,2,1
10052000,3,4,1
10053000,2,3,1
10054000,3,4,1
10055000,1,2,1
10056000,2,4,1
10057000,1,3,1
10058000,3,4,1
10059000,2,4,1
10060000,2,4,1
10061000,1,2,1
10062000,1,2,1
10063000,3,4,1
10064000,2,3,1
10065000,1,3,1
10066000,2,4,1
10067000,2,4,1
10068000,1,2,1
10069000,2,3,1
10070000,1,4,1
10071000,2,4,1
10072000,3,4,1
10073000,3,4,1
10074000,1,4,1
10075000,1,2,1
10076000,2,3,1
10077000,1,2,1
10078000,1,4,1
10079000,1,4,1
10080000,1,2,1
10081000,1,2,1
10082000,1,4,1
10083000,1,3,1
10084000,2,3,1
10085000,1,2,1
10086000,3,4,1
10087000,2,3,1
10088000,1,2,1
10089000,2,4,1
10090000,2,3,1
10091000,1,2,1
10092000,1,4,1
10093000,2,3,1
10094000,2,3,1
10095000,2,3,1
10096000,2,3,1
10097000,1,3,1
10098000,1,2,1
10099000,3,4,1
10100000,1,3,1
10101000,1,4,1
10102000,1,2,1
10103000,2,4,1
10104000,1,4,1
10105000,1,2,1
10106000,1,4,1
10107000,2,4,1
10108000,1,2,1
10109000,3,4,1
10110000,1,2,1
10111000,3,4,1
10112000,2,3,1
10113000,3,4,1
10114000,1,4,1
10115000,3,4,1
10116000,3,4,1
10117000,1,3,1
10118000,2,3,1
10119000,1,3,1
10120000,3,4,1
10121000,2,3,1
10122000,1,4,1
10123000,1,4,1
10124000,3,4,1
10125000,2,3,1
10126000,1,3,1
10127000,2,4,1
10128000,1,2,1
10129000,1,4,1
10130000,2,4,0
10131000,1,2,1
10132000,1,3,1
10133000,2,3,1
10134000,2,4,1
10135000,2,4,1
10136000,2,3,1
10137000,2,4,1
10138000,2,3,1
10139000,1,3,1
10140000,1,2,1
10141000,1,3,1
10142000,1,3,1
10143000,1,2,1
10144000,1,3,1
10145000,2,4,1
10146000,3,4,1
10147000,2,3,1
10148000,1,4,1
10149000,1,3,1
10150000,2,3,1
10151000,2,4,1
10152000,3,4,1
10153000,1,2,1
10154000,2,4,1
10155000,1,4,1
10156000,2,4,1
10157000,2,3,1
10158000,3,4,1
10159000,1,2,1
10160000,2,4,1
10161000,2,3,1
10162000,2,4,1
10163000,1,3,1
10164000,2,4,1
10165000,2,4,1
10166000,2,4,1
10167000,1,3,1
10168000,1,2,1
10169000,1,4,1
10170000,1,4,1
10171000,2,4,1
10172000,1,3,1
10173000,3,4,1
10174000,3,4,1
10175000,3,4,1
10176000,3,4,1
10177000,1,2,1
10178000,2,4,1
10179000,3,4,1
10180000,1,3,1
10181000,2,3,1
10182000,1,3,1
10183000,1,3,1
10184000,2,3,1
10185000,1,3,1
10186000,1,4,1
10187000,3,4,1
10188000,1,2,1
10189000,1,4,1
10190000,2,4,1
10191000,1,3,1
10192000,2,4,1
10193000,2,3,1
10194000,1,3,1
10195000,1,4,1
10196000,2,3,1
10197000,1,3,1
10198000,3,4,1
10199000,2,4,1
10200000,2,3,1
10201000,1,3,0
10202000,3,4,1
10203000,1,4,1
10204000,1,4,1
10205000,2,3,1
10206000,1,2,1
10207000,2,4,1
10208000,1,4,1
10209000,2,4,1
10210000,1,4,1
10211000,1,4,1
10212000,1,4,1
10213000,1,3,1
10214000,3,4,1
10215000,1,4,1
10216000,1,3,1
10217000,2,4,1
10218000,2,3,1
10219000,1,3,1
10220000,2,4,1
10221000,1,2,1
10222000,2,4,1
10223000,1,4,1
10224000,1,4,0
10225000,1,2,1
10226000,2,4,1
10227000,2,4,1
10228000,1,4,1
10229000,3,4,1
10230000,1,4,1
10231000,1,3,1
10232000,1,3,1
10233000,2,3,1
10234000,2,4,1
10235000,1,2,1
10236000,2,4,1
10237000,2,3,1
10238000,1,3,1
10239000,1,3,1
10240000,1,4,1
10241000,2,3,1
10242000,1,3,1
10243000,2,3,1
10244000,3,4,1
10245000,1,4,1
10246000,3,4,1
10247000,1,2,1
10248000,3,4,1
10249000,1,2,1
10250000,1,2,1
10251000,1,2,1
10252000,1,2,1
10253000,1,2,1
10254000,2,4,1
10255000,2,3,1
10256000,2,4,1
10257000,1,3,1
10258000,1,4,1
10259000,2,3,1
10260000,2,4,1
10261000,2,4,1
10262000,2,3,1
10263000,1,2,1
10264000,1,3,1
10265000,2,3,1
10266000,1,2,1
10267000,2,3,1
10268000,1,3,1
10269000,2,3,1
10270000,2,3,1
10271000,1,4,1
10272000,1,3,1
10273000,2,3,1
10274000,1,3,1
10275000,1,4,1
10276000,1,2,1
10277000,3,4,1
10278000,1,4,1
10279000,1,4,1
10280000,2,3,1
10281000,1,4,1
10282000,2,3,1
10283000,1,4,1
10284000,1,4,1
10285000,2,3,1
10286000,1,2,1
10287000,2,3,1
10288000,3,4,1
10289000,1,2,1
10290000,3,4,1
10291000,3,4,1
10292000,1,3,1
10293000,1,4,1
10294000,1,2,1
10295000,1,2,1
10296000,1,3,1
10297000,3,4,1
10298000,1,2,1
10299000,2,4,1
10300000,1,3,1
10301000,2,4,1
10302000,2,4,1
10303000,2,4,1
10304000,1,2,1
10305000,2,4,1
10306000,1,3,1
10307000,1,4,1
10308000,1,2,1
10309000,1,2,1
10310000,3,4,1
10311000,2,3,1
10312000,1,4,1
10313000,1,2,1
10314000,1,3,1
10315000,1,4,1
10316000,2,3,1
10317000,1,2,1
10318000,1,4,1
10319000,1,3,1
10320000,2,3,1
10321000,1,4,1
10322000,2,4,1
10323000,1,2,1
10324000,1,4,1
10325000,1,2,1
10326000,1,2,1
10327000,2,4,1
10328000,3,4,1
10329000,3,4,1
10330000,1,4,1
10331000,1,4,1
10332000,2,4,1
10333000,1,4,0
10334000,2,4,1
10335000,1,2,1
10336000,1,4,1
10337000,3,4,1
10338000,1,2,1
10339000,1,4,1
10340000,1,2,1
10341000,1,2,1
10342000,1,3,1
10343000,2,4,1
10344000,2,4,1
10345000,2,4,1
10346000,3,4,1
10347000,3,4,1
10348000,2,4,1
10349000,1,2,1
10350000,1,2,1
10351000,2,4,1
10352000,1,2,1
10353000,2,3,1
10354000,1,2,1
10355000,1,3,1
10356000,1,2,1
10357000,2,4,1
10358000,1,2,1
10359000,3,4,1
10360000,1,2,1
10361000,2,3,1
10362000,2,4,1
10363000,1,4,1
10364000,1,4,1
10365000,3,4,1
10366000,1,3,1
10367000,1,2,1
10368000,2,3,1
10369000,2,4,1
10370000,3,4,1
10371000,2,3,1
10372000,2,4,1
10373000,1,4,1
10374000,1,4,1
10375000,2,3,1
10376000,1,4,0
10377000,2,3,1
10378000,1,2,1
10379000,2,4,1
10380000,2,4,1
10381000,1,4,1
10382000,1,2,1
10383000,2,3,1
10384000,2,3,1
10385000,1,4,1
10386000,1,2,1
10387000,1,2,1
10388000,1,2,1
10389000,3,4,1
10390000,3,4,1
10391000,3,4,1
10392000,2,4,1
10393000,2,3,1
10394000,1,2,1
10395000,2,3,1
10396000,2,4,1
10397000,2,3,1
10398000,2,4,1
10399000,1,3,1
10400000,1,2,1
10401000,2,3,1
10402000,2,3,1
10403000,1,3,1
10404000,2,4,1
10405000,3,4,1
10406000,1,4,1
10407000,1,2,1
10408000,2,3,1
10409000,1,4,1
10410000,3,4,0
10411000,2,3,1
10412000,1,3,1
10413000,2,3,1
10414000,2,3,1
10415000,1,2,1
10416000,1,2,1
10417000,2,4,1
10418000,2,3,1
10419000,2,3,1
10420000,1,2,1
10421000,2,4,0
10422000,1,3,1
10423000,3,4,1
10424000,1,3,1
10425000,1,4,1
10426000,1,2,1
10427000,1,3,1
10428000,3,4,1
10429000,1,4,1
10430000,1,2,1
10431000,1,3,1
10432000,2,3,1
10433000,2,4,1
10434000,1,4,1
10435000,1,4,1
10436000,1,2,1
10437000,1,2,1
10438000,1,3,0
10439000,2,3,1
10440000,2,3,1
10441000,1,3,1
10442000,1,4,1
10443000,2,4,1
10444000,2,3,1
10445000,2,3,1
10446000,3,4,1
10447000,1,4,1
10448000,1,4,1
10449000,1,2,1
10450000,1,4,1
10451000,1,4,1
10452000,1,3,1
10453000,2,4,1
10454000,1,4,1
10455000,3,4,1
10456000,2,3,0
10457000,1,4,1
10458000,2,4,1
10459000,2,4,1
10460000,1,3,1
10461000,1,3,1
10462000,1,3,1
10463000,1,2,1
10464000,2,3,1
10465000,1,2,1
10466000,3,4,1
10467000,3,4,1
10468000,1,2,1
10469000,2,4,1
10470000,2,3,1
10471000,1,4,1
10472000,2,4,1
10473000,3,4,1
10474000,2,4,1
10475000,3,4,1
10476000,3,4,1
10477000,3,4,1
10478000,1,3,1
10479000,1,4,1
10480000,3,4,1
10481000,1,2,1
10482000,2,4,1
10483000,3,4,1
10484000,1,2,1
10485000,2,3,1
10486000,1,3,1
10487000,1,2,0
10488000,2,3,1
10489000,2,4,1
10490000,1,4,1
10491000,1,4,1
10492000,2,3,1
10493000,1,2,1
10494000,2,3,1
10495000,1,4,1
10496000,3,4,1
10497000,1,4,1
10498000,3,4,1
10499000,2,3,1
10500000,1,2,1
10501000,2,3,1
10502000,2,4,1
10503000,3,4,1
10504000,1,2,1
10505000,1,2,1
10506000,1,3,1
10507000,3,4,1
10508000,3,4,1
10509000,2,4,1
10510000,1,4,1
10511000,1,4,1
10512000,3,4,1
10513000,2,3,1
10514000,2,3,1
10515000,1,3,1
10516000,2,4,1
10517000,1,2,1
10518000,3,4,1
10519000,2,4,1
10520000,2,4,1
10521000,1,3,1
10522000,1,2,1
10523000,2,3,1
10524000,2,3,1
10525000,1,4,1
10526000,3,4,1
10527000,1,4,1
10528000,3,4,1
10529000,1,3,1
10530000,1,3,1
10531000,1,4,1
10532000,1,2,1
10533000,3,4,1
10534000,1,4,1
10535000,3,4,1
10536000,2,4,1
10537000,3,4,1
10538000,1,2,1
10539000,1,4,1
10540000,2,4,1
10541000,3,4,1
10542000,1,3,1
10543000,1,4,1
10544000,2,3,1
10545000,3,4,1
10546000,1,4,1
10547000,2,3,1
10548000,1,2,1
10549000,1,4,1
10550000,1,2,1
10551000,1,3,1
10552000,1,3,1
10553000,2,3,1
10554000,1,2,1
10555000,2,3,1
10556000,2,3,1
10557000,1,3,1
10558000,1,4,1
10559000,2,3,1
10560000,1,4,1
10561000,2,4,1
10562000,3,4,1
10563000,2,3,1
10564000,3,4,1
10565000,2,4,1
10566000,3,4,0
10567000,1,3,1
10568000,2,4,1
10569000,2,3,1
10570000,2,3,1
10571000,1,3,1
10572000,1,4,0
10573000,1,4,1
10574000,1,3,1
10575000,1,4,0
10576000,3,4,1
10577000,1,4,1
10578000,2,3,1
10579000,2,4,1
10580000,2,3,1
10581000,1,3,0
10582000,2,3,1
10583000,3,4,1
10584000,2,3,1
10585000,1,2,1
10586000,2,4,1
10587000,1,3,1
10588000,2,3,1
10589000,1,3,1
10590000,2,3,1
10591000,3,4,1
10592000,3,4,1
10593000,1,3,1
10594000,2,4,1
10595000,1,2,1
10596000,1,3,1
10597000,2,3,1
10598000,3,4,1
10599000,1,2,1
10600000,2,3,1
10601000,1,4,1
10602000,1,4,1
10603000,1,3,1
10604000,1,2,1
10605000,1,2,1
10606000,2,4,1
10607000,1,3,1
10608000,2,4,1
10609000,1,2,1
10610000,2,3,1
10611000,1,2,1
10612000,1,2,1
10613000,3,4,1
10614000,1,3,1
10615000,3,4,1
10616000,1,2,1
10617000,2,4,1
10618000,1,3,1
10619000,2,4,1
10620000,2,3,1
10621000,1,3,1
10622000,2,4,1
10623000,1,3,1
10624000,2,3,1
10625000,3,4,1
10626000,1,4,1
10627000,2,4,1
10628000,2,4,1
10629000,2,3,1
10630000,1,4,0
10631000,2,4,1
10632000,1,4,1
10633000,1,3,1
10634000,2,3,1
10635000,2,4,1
10636000,1,3,1
10637000,1,3,1
10638000,1,3,1
10639000,1,3,1
10640000,1,4,1
10641000,1,4,1
10642000,3,4,1
10643000,1,3,1
10644000,1,2,1
10645000,1,4,1
10646000,2,3,1
10647000,2,3,1
10648000,1,4,1
10649000,2,3,1
10650000,3,4,1
10651000,2,3,1
10652000,2,4,1
10653000,1,2,1
10654000,3,4,1
10655000,3,4,1
10656000,1,2,1
10657000,2,3,1
10658000,2,3,0
10659000,1,2,1
10660000,3,4,1
10661000,3,4,1
10662000,2,4,1
10663000,1,4,1
10664000,1,3,1
10665000,1,2,1
10666000,1,4,1
10667000,2,3,1
10668000,1,3,1
10669000,1,2,1
10670000,1,2,1
10671000,1,2,1
10672000,1,3,1
10673000,2,3,1
10674000,1,4,1
10675000,3,4,1
10676000,3,4,1
10677000,2,4,1
10678000,1,4,1
10679000,2,4,1
10680000,1,2,1
10681000,1,3,1
10682000,2,4,1
10683000,2,4,1
10684000,2,3,1
10685000,2,3,1
10686000,1,3,1
10687000,2,4,1
10688000,2,3,1
10689000,2,4,1
10690000,2,4,1
10691000,2,3,1
10692000,3,4,1
10693000,1,2,1
10694000,2,4,1
10695000,2,4,1
10696000,1,4,1
10697000,2,3,1
10698000,1,4,1
10699000,1,3,1
10700000,1,4,1
10701000,2,4,1
10702000,1,2,1
10703000,1,4,1
10704000,1,4,1
10705000,1,3,1
10706000,1,3,1
10707000,2,4,1
10708000,3,4,1
10709000,1,4,1
10710000,1,4,0
10711000,1,4,1
10712000,3,4,1
10713000,2,3,1
10714000,3,4,1
10715000,3,4,1
10716000,1,4,1
10717000,1,3,1
10718000,2,3,1
10719000,1,4,1
10720000,1,3,1
10721000,2,4,1
10722000,1,4,1
10723000,1,3,1
10724000,1,2,1
10725000,3,4,1
10726000,1,2,1
10727000,1,2,1
10728000,1,2,1
10729000,3,4,1
10730000,2,4,1
10731000,1,2,1
10732000,3,4,1
10733000,1,3,1
10734000,1,4,1
10735000,1,4,1
10736000,1,4,1
10737000,2,4,1
10738000,2,3,1
10739000,1,2,1
10740000,1,3,1
10741000,3,4,1
10742000,3,4,1
10743000,2,4,1
10744000,2,4,1
10745000,2,4,1
10746000,3,4,1
10747000,3,4,1
10748000,2,3,1
10749000,1,4,1
10750000,1,2,1
10751000,1,2,1
10752000,1,2,1
10753000,2,4,1
10754000,2,3,1
10755000,1,3,1
10756000,3,4,1
10757000,1,2,1
10758000,3,4,1
10759000,2,4,0
10760000,1,4,1
10761000,1,3,1
10762000,1,4,1
10763000,1,3,1
10764000,3,4,1
10765000,2,4,1
10766000,2,4,1
10767000,1,4,1
10768000,3,4,1
10769000,1,2,1
10770000,2,3,1
10771000,2,3,1
10772000,3,4,1
10773000,1,3,1
10774000,1,3,1
10775000,2,4,1
10776000,1,2,1
10777000,1,2,1
10778000,2,4,1
10779000,3,4,1
10780000,1,4,1
10781000,2,3,1
10782000,2,3,1
10783000,2,4,1
10784000,2,4,1
10785000,1,4,1
10786000,2,4,1
10787000,2,3,1
10788000,1,3,1
10789000,1,4,1
10790000,1,3,1
10791000,1,3,1
10792000,1,2,1
10793000,2,3,1
10794000,3,4,1
10795000,2,4,1
10796000,1,2,1
10797000,2,4,1
10798000,3,4,1
10799000,2,4,1
10800000,3,4,1
10801000,1,4,1
10802000,2,3,1
10803000,2,4,1
10804000,2,3,1
10805000,3,4,1
10806000,2,3,1
10807000,2,4,1
10808000,2,3,1
10809000,2,4,1
10810000,2,3,1
10811000,1,3,1
10812000,2,3,1
10813000,1,4,1
10814000,1,4,1
10815000,1,3,1
10816000,1,2,1
10817000,3,4,1
10818000,3,4,1
10819000,1,3,1
10820000,3,4,1
10821000,2,4,1
10822000,2,4,1
10823000,2,4,1
10824000,1,2,1
10825000,2,3,1
10826000,3,4,1
10827000,1,3,1
10828000,1,3,1
10829000,1,2,1
10830000,1,2,1
10831000,2,4,1
10832000,1,4,1
10833000,2,4,1
10834000,3,4,1
10835000,2,4,1
10836000,1,4,1
10837000,1,3,1
10838000,3,4,1
10839000,3,4,1
10840000,1,4,1
10841000,1,2,1
10842000,1,3,1
10843000,1,3,1
10844000,1,2,1
10845000,2,3,1
10846000,2,4,1
10847000,1,4,1
10848000,2,3,1
10849000,2,4,1
10850000,1,4,0
10851000,1,3,1
10852000,1,2,1
10853000,2,3,1
10854000,1,2,1
10855000,2,4,1
10856000,2,4,1
10857000,1,3,1
10858000,3,4,1
10859000,2,4,1
10860000,2,3,1
10861000,3,4,1
10862000,3,4,1
10863000,1,4,1
10864000,3,4,1
10865000,3,4,1
10866000,2,3,1
10867000,1,4,1
10868000,2,3,1
10869000,1,4,1
10870000,1,4,1
10871000,2,4,1
10872000,1,4,0
10873000,1,2,1
10874000,3,4,1
10875000,3,4,1
10876000,1,2,1
10877000,2,4,1
10878000,1,2,1
10879000,2,3,1
10880000,1,4,1
10881000,2,4,1
10882000,1,3,1
10883000,1,4,1
10884000,3,4,1
10885000,1,3,1
10886000,1,4,1
10887000,1,4,1
10888000,1,4,0
10889000,1,4,1
10890000,2,4,1
10891000,2,3,1
10892000,1,4,1
10893000,3,4,1
10894000,1,3,1
10895000,2,4,1
10896000,1,3,1
10897000,1,3,1
10898000,1,4,1
10899000,1,4,1
10900000,1,4,1
10901000,2,4,1
10902000,2,4,1
10903000,1,2,1
10904000,1,2,1
10905000,2,4,1
10906000,2,4,1
10907000,1,2,1
10908000,2,4,1
10909000,1,4,1
10910000,3,4,1
10911000,2,3,1
10912000,1,2,1
10913000,1,3,1
10914000,2,3,1
10915000,1,3,1
10916000,3,4,1
10917000,1,2,1
10918000,2,4,1
10919000,1,2,1
10920000,2,4,1
10921000,1,3,1
10922000,2,3,1
10923000,2,4,1
10924000,1,2,1
10925000,1,2,1
10926000,1,2,1
10927000,1,3,1
10928000,3,4,1
10929000,1,4,1
10930000,1,3,1
10931000,3,4,1
10932000,1,2,1
10933000,2,3,1
10934000,2,3,1
10935000,1,4,1
10936000,3,4,1
10937000,1,2,1
10938000,2,4,1
10939000,1,3,1
10940000,2,4,1
10941000,1,4,1
10942000,2,4,1
10943000,2,4,1
10944000,1,3,1
10945000,1,2,1
10946000,2,4,1
10947000,1,2,1
10948000,1,4,1
10949000,1,2,1
10950000,2,3,1
10951000,1,2,1
10952000,1,4,1
10953000,1,3,1
10954000,2,4,1
10955000,2,3,1
10956000,1,4,1
10957000,2,4,1
10958000,2,3,1
10959000,2,3,1
10960000,2,4,0
10961000,2,3,1
10962000,1,3,1
10963000,2,4,1
10964000,2,4,1
10965000,2,4,1
10966000,1,3,1
10967000,1,4,1
10968000,1,2,1
10969000,1,3,1
10970000,2,3,1
10971000,1,2,1
10972000,1,4,1
10973000,1,2,1
10974000,1,3,1
10975000,1,4,1
10976000,2,4,1
10977000,1,4,1
10978000,3,4,1
10979000,1,4,0
10980000,2,4,1
10981000,1,4,1
10982000,2,4,1
10983000,2,4,1
10984000,3,4,1
10985000,1,4,1
10986000,1,2,1
10987000,1,3,1
10988000,1,2,1
10989000,1,2,1
10990000,3,4,1
10991000,2,4,1
10992000,3,4,1
10993000,1,2,1
10994000,1,4,1
10995000,1,2,1
10996000,1,3,1
10997000,1,4,1
10998000,1,2,1
10999000,1,3,0
11000000,2,3,1
11001000,3,4,1
11002000,2,3,1
11003000,1,3,1
11004000,3,4,1
11005000,2,4,1
11006000,1,4,1
11007000,2,3,1
11008000,2,4,1
11009000,2,3,1
11010000,1,3,1
11011000,1,2,1
11012000,1,2,1
11013000,3,4,1
11014000,2,3,1
11015000,2,3,1
11016000,2,4,1
11017000,1,4,1
11018000,1,3,1
11019000,1,3,1
11020000,2,4,1
11021000,1,2,1
11022000,3,4,1
11023000,1,3,1
11024000,1,4,1
11025000,2,3,1
11026000,3,4,1
11027000,3,4,1
11028000,1,3,1
11029000,3,4,1
11030000,2,4,1
11031000,3,4,1
11032000,2,3,1
11033000,1,2,1
11034000,1,2,1
11035000,1,2,1
11036000,3,4,1
11037000,2,3,1
11038000,2,3,1
11039000,1,3,1
11040000,1,3,1
11041000,3,4,1
11042000,2,4,1
11043000,1,2,1
11044000,3,4,1
11045000,1,3,1
11046000,1,4,1
11047000,1,4,1
11048000,3,4,1
11049000,1,4,1
11050000,2,4,1
11051000,1,4,1
11052000,2,3,1
11053000,2,3,1
11054000,2,4,1
11055000,1,3,1
11056000,2,3,1
11057000,1,3,1
11058000,1,3,1
11059000,2,3,1
11060000,3,4,1
11061000,2,3,1
11062000,3,4,1
11063000,2,3,1
11064000,1,4,1
11065000,1,2,1
11066000,1,4,1
11067000,1,3,1
11068000,3,4,1
11069000,2,3,1
11070000,1,2,1
11071000,1,3,1
11072000,1,4,1
11073000,2,3,1
11074000,1,4,1
11075000,1,2,1
11076000,2,3,1
11077000,3,4,1
11078000,1,3,1
11079000,1,2,1
11080000,2,4,1
11081000,2,3,1
11082000,1,3,1
11083000,2,3,1
11084000,1,3,1
11085000,3,4,1
11086000,1,4,1
11087000,2,4,1
11088000,2,4,1
11089000,2,3,1
11090000,1,4,1
11091000,3,4,1
11092000,1,2,1
11093000,3,4,1
11094000,2,4,1
11095000,3,4,1
11096000,1,4,1
11097000,1,2,1
11098000,1,4,1
11099000,2,3,1
11100000,3,4,1
11101000,3,4,1
11102000,2,3,1
11103000,2,3,1
11104000,1,3,1
11105000,2,3,1
11106000,1,3,1
11107000,1,4,1
11108000,2,4,1
11109000,1,4,0
11110000,1,3,1
11111000,1,4,1
11112000,1,2,1
11113000,2,4,1
11114000,1,3,1
11115000,2,3,1
11116000,2,3,1
11117000,1,4,1
11118000,2,4,1
11119000,1,3,1
11120000,1,2,1
11121000,2,3,1
11122000,2,3,1
11123000,1,3,1
11124000,2,4,1
11125000,1,4,1
11126000,1,2,1
11127000,3,4,1
11128000,1,4,1
11129000,1,3,1
11130000,2,3,1
11131000,2,3,1
11132000,3,4,1
11133000,1,2,1
11134000,2,4,1
11135000,1,3,1
11136000,1,2,1
11137000,1,4,1
11138000,1,2,1
11139000,2,3,1
11140000,2,4,1
11141000,1,3,1
11142000,1,2,1
11143000,2,4,1
11144000,2,3,1
11145000,1,3,1
11146000,2,3,1
11147000,1,4,1
11148000,2,4,1
11149000,3,4,1
11150000,3,4,1
11151000,1,3,1
11152000,3,4,1
11153000,1,2,1
11154000,2,4,1
11155000,2,4,1
11156000,1,4,1
11157000,1,3,1
11158000,3,4,1
11159000,1,4,1
11160000,1,3,0
11161000,1,4,1
11162000,1,2,1
11163000,1,4,1
11164000,2,3,0
11165000,2,4,1
11166000,2,3,1
11167000,2,3,1
11168000,1,4,1
11169000,3,4,1
11170000,1,3,1
11171000,2,4,1
11172000,3,4,1
11173000,1,3,1
11174000,1,4,0
11175000,2,3,1
11176000,1,4,1
11177000,3,4,1
11178000,1,2,0
11179000,1,2,1
11180000,2,3,1
11181000,2,4,1
11182000,2,3,1
11183000,2,4,1
11184000,2,3,1
11185000,1,4,1
11186000,1,2,1
11187000,2,4,1
11188000,3,4,1
11189000,1,4,1
11190000,2,4,1
11191000,3,4,1
11192000,2,4,1
11193000,3,4,1
11194000,2,3,1
11195000,3,4,1
11196000,2,4,1
11197000,2,3,1
11198000,3,4,1
11199000,2,3,1
11200000,2,4,1
11201000,3,4,1
11202000,2,4,1
11203000,1,3,1
11204000,2,4,1
11205000,1,3,1
11206000,2,3,1
11207000,3,4,1
11208000,3,4,1
11209000,3,4,1
11210000,1,3,1
11211000,2,3,1
11212000,3,4,1
11213000,1,3,1
11214000,1,2,1
11215000,2,4,1
11216000,1,2,1
11217000,1,3,1
11218000,3,4,1
11219000,1,3,1
11220000,2,4,1
11221000,3,4,1
11222000,1,4,1
11223000,2,3,0
11224000,3,4,1
11225000,2,4,1
11226000,3,4,1
11227000,3,4,1
